愛煙家,あいえんか,名詞
総菜,そうざい,名詞
想像,そうぞ,動詞／名詞
早朝,そうちょう,名詞
相当,そうとう,副詞
送料,そうりょう,名詞
育つ,そだつ,動詞
そっくり,そっくり,な形容詞
その辺,そのへん,名詞
そば,そば,名詞
素朴,そぼく,な形容詞
そよそよ,そよそよ,副詞（擬態）
それぞれ,それぞれ,名詞
それでは,それでは,接続詞
それでは,それでは,接続詞
それなのに,それなのに,接続詞
そろう,そろう,動詞
そろえる,そろえる,動詞
～対～,たい,接辞（接尾語）
～代,だい,接辞（助数詞）
～代,だい,接辞（接尾語）
第○志望,だい～しぼう,名詞
退学,たいがく,動詞／名詞
大学院生,だいがくいんせい,名詞
大学生,だいがくせい,名詞
大気（中）,たいきちゅう,名詞
退屈,たいくつ,な形容詞
体験,たいけん,動詞／名詞
対向車,たいこうしゃ,名詞
大事,だいじ,な形容詞
たいしたこと,たいしたこと,名詞（複合）
たいしたもの,たいしたもの,名詞（複合）
（～に）対して,たいして,動詞（複合辞）
退社,たいしゃ,動詞／名詞
体重,たいじゅう,名詞
対象,たいしょう,名詞
退職,たいしょく,動詞／名詞
対する,たいする,動詞
大成功,だいせいこう,名詞
大西洋,たいせいよう,名詞（固有）
タイトル,たいとる,名詞（カタ）
代表的,だいひょうてき,な形容詞
タイプ,たいぷ,名詞（カタ）
だいぶ,だいぶ,副詞
大部分,だいぶぶん,名詞
太平洋,たいへいよう,名詞（固有）
タイムカプセル,たいむかぷせる,名詞（カタ）
題名,だいめい,名詞
タイヤ,たいや,名詞（カタ）
倒す,たおす,動詞
だが,だが,接続詞
互い,たがいに,副詞
高まる,たかまる,動詞
高める,たかめる,動詞　
だから,だから,接続詞
宝くじ,たからくじ,名詞
滝,たき,名詞
抱き合う,だきあう,動詞（複合動詞）
炊く,たく,動詞
確かに,たしかに,副詞
足す,たす,動詞
～出す,だす,動詞（機能語）
助け合う,たすけあう,動詞（複合動詞）
助ける,たすける,動詞
尋ねる,たずねる,動詞
ただ,ただ,副詞
たたく,たたく,動詞
～たち,たち,接辞（接尾語）
たつ,たつ,動詞
建つ,たつ,動詞
達成,たっせい,動詞／名詞
だって,だって,接続詞
縦,たて,名詞
～建て,だて,接辞（接尾語）
立てる,たてる,動詞
たとえ,たとえ,副詞
たとえ,たとえ,名詞
例えば,たとえば,接続詞
たとえる,たとえる,動詞
頼もしい,たのもしい,い形容詞
旅,たび,名詞
食べ物屋,たべものや,名詞
だます,だます,動詞
たまる,たまる,動詞
頼りになる,たよりになる,動詞（複合動詞）
タワー,たわー,名詞（カタ）
～段,だん,接辞（助数詞）
単語,たんご,名詞
単純,たんじゅん,な形容詞
誕生,たんじょう,動詞／名詞
団体（写真）,だんたいしゃしん,名詞
単調,たんちょう,な形容詞
暖冬,だんとう,名詞
男優,だんゆう,名詞
段落,だんらく,名詞
「チーズ」,ちーず,表現
知恵,ちえ,名詞
チェス,ちぇす,名詞（カタ）
違い,ちがい,名詞
近い（将来）,ちかいしょうらい,い形容詞
～近く,ちかく,接辞（接尾語）
近づく,ちかづく,動詞
地球,ちきゅう,名詞
ちなみに,ちなみに,接続詞
地方,ちほう,名詞
チャイム,ちゃいむ,名詞（カタ）
茶色っぽい,ちゃいろっぽい,い形容詞（複合）
ちゃんと,ちゃんと,副詞
中央　,ちゅうおう,名詞　
中華（料理）,ちゅうか（りょうり）,名詞
中級,ちゅうきゅう,名詞
中古車,ちゅうこしゃ,名詞
中旬,ちゅうじゅん,名詞
抽象的,ちゅうしょうてき,な形容詞
～中に,ちゅうに,接辞（機能語）
注目,ちゅうもく,動詞／名詞
注文,ちゅうもん,動詞／名詞
調査,ちょうさ,動詞／名詞
長時間,ちょうじかん,名詞
頂上,ちょうじょう,名詞
挑戦,ちょうせん,動詞／名詞
直径,ちょっけい,名詞
ちょっとした,ちょっとした,い形容詞（複合）
地理,ちり,名詞
チンパンジー,ちんぱんじー,名詞（カタ）
つい,つい,副詞
ついでに,ついでに　,副詞
ついに,ついに,副詞
通勤,つうきん,動詞／名詞
通じる,つうじる,動詞（～じる／ずる）
通訳,つうやく,動詞／名詞
捕まえる,つかまえる,動詞
付き合う,つきあう,動詞（複合動詞）
つけ物,つけもの,名詞
伝え合う,つたえあう,動詞（複合動詞）
～続ける,つづける,動詞（機能語）
つながる,つながる,動詞
つなぐ,つなぐ,動詞
つなげる,つなげる,動詞
津波,つなみ,名詞
～っぽい,っぽい,接辞（機能語）
つま先,つまさき,名詞
つまり,つまり,接続詞
積む,つむ,動詞
つめ,つめ,名詞
つもる,つもる,動詞
梅雨,つゆ,名詞
梅雨明け,つゆあけ,名詞
強まる,つよまる,動詞
強み,つよみ,名詞
強める,つよめる,動詞
つらい,つらい,い形容詞
つるつる,つるつる,副詞（擬態）
出会う,であう,動詞
提案,ていあん,動詞／名詞
ＤＫ,でぃーけー,名詞
ディズニーランド,でぃずにーらんど,名詞（固有）（カタ）
程度,ていど,名詞
テーマ,てーま,名詞（カタ）
テーマパーク,てーまぱーく,名詞（カタ）
手が伸びる,てがのびる,慣用句
出来上がる,できあがる,動詞
出来事,できごと,名詞
適性,てきせい,名詞
適当に,てきとうに,副詞
手首,てくび,名詞
デザート,でざーと,名詞（カタ）
デザイナー,でざいなー,名詞（カタ）
手数料,てすうりょう,名詞
ですけれども,ですけれども,接続詞
哲学者,てつがくしゃ,名詞
哲学的,てつがくてき,な形容詞
鉄道,てつどう,名詞
徹夜,てつや,動詞／名詞
手に入れる,てにいれる,慣用句
手に入る,てにはいる,慣用句
出前,でまえ,動詞／名詞
点,てん,名詞
店員,てんいん,名詞
電球,でんきゅう,名詞
伝言,でんごん,動詞／名詞
展示,てんじ,動詞／名詞
展示場,てんじじょう,名詞
転職,てんしょく,動詞／名詞
天神様,てんじんさま,名詞（固有）
点数,てんすう,名詞
電柱,でんちゅう,名詞
点滅,てんめつ,動詞／名詞
電力（会社）,でんりょくがいしゃ,名詞
～度,ど,接辞（接尾語）
～頭,とう,接辞（助数詞）
答案用紙,とうあんようし,名詞
東海（地方）,とうかい,名詞（固有）
東京タワー,とうきょうたわわー,名詞（固有）（カタ）
当時,とうじ,名詞
～同士,どうし,接辞（接尾語）
同時に,どうじに,副詞
どうしようもない,どうしようもない,い形容詞（複合）
当然,とうぜん,な形容詞
どうやら,どうやら,副詞
東洋,とうよう,名詞
同様に,どうように,副詞
同僚,どうりょう,名詞
道路,どうろ,名詞
遠く,とおく,名詞
通す,とおす,動詞
ドーム球場,どーむきゅうじょう,名詞（カタ）
～どおり,どおり,接辞（機能語）
都会,とかい,名詞
どきっと,どきっと,副詞
どきどき,どきどき,副詞（擬態）
ドキュメンタリー,どきゅめんたりー,名詞（カタ）
得意,とくい,な形容詞
特殊,とくしゅ,な形容詞
特集,とくしゅう,動詞／名詞
読書,どくしょ,動詞／名詞
特徴,とくちょう,動詞／名詞
とげ,とげ,名詞
溶ける　,とける,動詞
どこも,どこも,名詞
ところ,ところ,名詞
ところが,ところが,接続詞
登山,とざん,動詞／名詞
年,とし,名詞
都市,とし,名詞
とじこもる,とじこもる,動詞
年寄り,としより,名詞
都心,としん,名詞
途中,とちゅう,名詞
どちらかと言うと,どちらかというと,副詞（複合）
どちらかと言えば,どちらかといえば,副詞（複合）
読解,どっかい,名詞
トップ,とっぷ,名詞（カタ）
とても（～ない）,とても,副詞
とにかく,とにかく,副詞
飛ばす,とばす,動詞
跳び上がる,とびあがる,動詞（複合動詞）
飛び出す,とびだす,動詞（複合動詞）
飛ぶ,とぶ,動詞
土木（工学）,どぼく（こうがく）,名詞
共に,ともに,副詞
トラ,とら,名詞
取り締まり,とりしまり,名詞
トリックアート,とりっくあーと,名詞（カタ）
努力,どりょく,動詞／名詞
採る,とる,動詞
ドル,どる,名詞（カタ）
トレーニング,とれーにんぐ,動詞／名詞（カタ）
ドレス,どれす,名詞（カタ）
どれも,どれも,名詞
とんでもない,とんでもない,い形容詞
どんどん,どんどん,副詞
内容,ないよう,名詞
流す,ながす,動詞
長そで,ながそで,名詞
長旅,ながたび,名詞
中身,なかみ,名詞
中指,なかゆび,名詞
仲良く,なかよく,副詞
流れ,ながれ,名詞
流れる,ながれる,動詞
鳴く,なく,動詞
亡くす,なくす,動詞
なぐり合う,なぐりあう,動詞（複合動詞）
なぐる,なぐる,動詞
懐かしい,なつかしい,い形容詞
納豆,なっとう,名詞
納得,なっとく,動詞／名詞
夏休み,なつやすみ,名詞
斜め,ななめ,名詞
何よりも,なによりも,副詞
生,なま,名詞
生卵,なまたまご,名詞
悩み,なやみ,名詞
悩む,なやむ,動詞
鳴らす,ならす,動詞
鳴る,なる,動詞
なるほど,なるほど,間投詞
南極,なんきょく,名詞
何でもない,なんでもない,い形容詞（複合）
なんとかする,なんとかする,動詞（複合動詞）
なんとかなる,なんとかなる,動詞（複合動詞）
なんとなく,なんとなく,副詞
南北,なんぼく,名詞
似合う,にあう,動詞
似顔絵,にがおえ,名詞
苦手,にがて,な形容詞
苦み,にがみ,名詞
握りこぶし,にぎりこぶし,名詞
握る,にぎる,動詞
にこにこ,にこにこ,副詞（擬態）
二酸化炭素,にさんかたんそ,名詞
偽物,にせもの,名詞
日本海,にほんかい,名詞（固有）　
日本酒,にほんしゅ,名詞
日本中,にほんじゅう,名詞
にやにや,にやにや,副詞（擬態）
入学金,にゅうがくきん,名詞
入社,にゅうしゃ,動詞／名詞
入社式,にゅうしゃしき,名詞
入場者,にゅうじょうしゃ,名詞
入場料,にゅうじょうりょう,名詞
似る,にる,動詞
煮る,にる,動詞
人間,にんげん,名詞
～人前,にんまえ,接辞（助数詞）
盗む,ぬすむ,動詞
布,ぬの,名詞
塗る,ぬる,動詞
値上がり,ねあがり,動詞／名詞
値下がり,ねさがり,動詞／名詞
ねずみ,ねずみ,名詞
ネックレス,ねっくれす,名詞（カタ）
～年代,ねんだい,接辞（助数詞）
年末,ねんまつ,名詞
年齢,ねんれい,名詞
農業,のうぎょう,名詞
濃度,のうど,名詞
残す,のこす,動詞
乗せる,のせる,動詞
載せる,のせる,動詞
のぞく,のぞく,動詞
伸ばす,のばす,動詞
延ばす,のばす,動詞
野原,のはら,名詞
伸びる,のびる,動詞
延びる,のびる,動詞
上る,のぼる,動詞
のり,のり,名詞
乗り過ごす,のりすごす,名詞
載る,のる,動詞
のんき,のんき,な形容詞
のんびり,のんびり,副詞
バーゲンセール,ばーげんせーる,名詞（カタ）
％（パーセント）,ぱーせんと,名詞（カタ）
パートナー,ぱーとなー,名詞（カタ）
（～）倍,ばい,名詞
灰色,はいいろ,名詞
梅雨,ばいう,名詞
バイキング,ばいきんぐ,名詞（カタ）
バイク,ばいく,名詞（カタ）
ハイテク（産業）,はいてく（さいぎょう）,名詞（カタ）
俳優,はいゆう,名詞
生える,はえる,動詞
墓,はか,名詞
ばか,ばか,名詞／な形容詞
はがす,はがす,動詞
ばからしい,ばからしい,い形容詞
～泊～日,はく～か,表現
博士課程,はくしかてい,名詞
拍手,はくしゅ,動詞／名詞
激しい,はげしい,い形容詞
ハザードランプ,はざーどらんぷ,名詞（カタ）
初めは,はじめは,副詞
～始める,はじめる,動詞（機能語）
バスケットボール,ばすけっとぼーる,名詞（カタ）
はずれる,はずれる,動詞
肌,はだ,名詞
畑,はたけ,名詞
働き,はたらき,名詞
はっきりする,はっきりする,動詞（複合動詞）
発生,はっせい,動詞／名詞
発展,はってん,動詞／名詞
派手,はで,な形容詞
はと,はと,名詞
鼻,はな,名詞
話し合う,はなしあう,動詞（複合動詞）
話しかける,はなしかける,動詞（複合動詞）
放す,はなす,動詞
バナナ,ばなな,名詞（カタ）
離れる,はなれる,動詞
羽,はね,名詞
幅,はば,名詞
はまる,はまる,動詞
場面,ばめん,名詞
腹,はら,名詞
バラ,ばら,名詞
腹が立つ,はらがたつ,慣用句
はらはら,はらはら,副詞（擬態）
ぱらぱら,ぱらぱら,副詞（擬態）
パレード,ぱれーど,動詞／名詞（カタ）
バレーボール,ばれーぼーる,名詞（カタ）
半額,はんがく,名詞
半径,はんけい,名詞
万国博覧会,ばんこくはくらんかい,名詞
反する,はんする,動詞
半そで,はんそで,名詞
パンダ,ぱんだ,名詞
反対に,はんたいに,副詞
判断,はんだん,動詞／名詞
ハンドル,はんどる,名詞（カタ）
犯人,はんにん,名詞
反応,はんのう,動詞／名詞
ハンバーガー,はんばーがー,名詞（カタ）
～費,ひ,接辞（接尾語）
日当り,ひあたり,名詞
被害,ひがい,名詞
日帰り,ひがえり,名詞
光,ひかり,名詞
悲観的,ひかんてき,な形容詞
～匹,ひき,接辞（助数詞）
引き受ける,ひきうける,動詞（複合動詞）
引く,ひく,動詞
ひく,ひく,動詞
引く,ひく,動詞
ひげ,ひげ,名詞
日ごろ,ひごろ,名詞
ひざ,ひざ,名詞
ピザ,ぴざ,名詞（カタ）
ひじ,ひじ,名詞
美術館,びじゅつかん,名詞
非常に,ひじょうに,副詞
非常ベル,ひじょうべる,名詞（カタ）
額,ひたい,名詞
ビタミンＣ,びたみんしー,名詞（カタ）
筆記（試験）,ひっきしけん,名詞
ヒット,ひっと　,動詞／名詞（カタ）
一安心,ひとあんしん,動詞／名詞
ひどい目にあう,ひどいめにあう,慣用句
人指し指,ひとさしゆび,名詞
～人たち,ひとたち,名詞
一晩中,ひとばんじゅう,名詞
一人暮らし,ひとりぐらし,名詞
日の出,ひので,名詞
ビュービュー,びゅーびゅー,副詞（擬音）
表現,ひょうげん,動詞／名詞
表示,ひょうじ,動詞／名詞
美容師,びようし,名詞
平等,びょうどう,な形容詞
広がる,ひろがる,動詞
広げる,ひろげる,動詞
広まる,ひろまる,動詞
広める,ひろめる,動詞
ピンク,ぴんく,名詞（カタ）
品質,ひんしつ,名詞
無愛想,ぶあいそう,な形容詞
不安,ふあん,な形容詞
～ふう　,ふう,名詞（機能語）
風景,ふうけい,名詞
夫婦,ふうふ,名詞
不快,ふかい,な形容詞
深まる,ふかまる,動詞
深み,ふかみ,名詞
深める,ふかめる,動詞
ふく,ふく,動詞
福,ふく,名詞
服装,ふくそう,動詞
含む,ふくむ,動詞
含める,ふくめる,動詞
不思議,ふしぎ,な形容詞
富士山,ふじさん,名詞（固有）
無事に,ぶじに,副詞
不自由,ふじゆう,な形容詞
婦人,ふじん,名詞
不親切,ふしんせつ,な形容詞
（～）不足,ぶそく,名詞
双子,ふたご,名詞
豚肉,ぶたにく,名詞
普段,ふだん,副詞
不注意,ふちゅうい,名詞
部長,ぶちょう,名詞
ぶつける,ぶつける,動詞
物理,ぶつり,名詞
舟,ふね,名詞
部分,ぶぶん,名詞
ブラウン,ぶらうん,名詞（カタ）
プラス,ぷらす,名詞（カタ）
ブラック,ぶらっく,名詞（カタ）
ぶらぶら,ぶらぶら,副詞（擬態）
ブランド,ぶらんど,名詞（カタ）
ブランド物,ぶらんどもの,名詞（カタ）
振り返る,ふりかえる,動詞
振り向く,ふりむく,動詞
振る,ふる,動詞
ブルー,ぶるー,名詞（カタ）
フルーツ,ふるーつ,名詞（カタ）
ブルーベリー,ぶるーべりー,名詞（カタ）
ふるさと,ふるさと,名詞
古本屋,ふるほんや,名詞
ブレーキ,ぶれーき,名詞（カタ）
プロ,ぷろ,名詞（カタ）
噴火,ふんか,名詞
文型,ぶんけい,名詞
文系,ぶんけい,名詞
文集,ぶんしゅう,名詞
文章,ぶんしょう,名詞
～分の～,ぶんの,表現
分野,ぶんや,名詞
ヘアスタイル,へあすたいる,名詞（カタ）
平均,へいきん,動詞／名詞
平年　,へいねん,名詞
平面,へいめん,名詞
別,べつ,名詞
ペットボトル,ぺっとぼとる,名詞（カタ）
ヘッドライト,へっどらいと,名詞（カタ）
別に,べつに,副詞
減らす,へらす,動詞
ぺらぺら,ぺらぺら,副詞（擬態）
ベランダ,べらんだ,名詞（カタ）
ヘリコプター,へりこぷたー,名詞（カタ）
ベル,べる,名詞（カタ）
ベルト,べると,名詞（カタ）
変化,へんか,動詞／名詞
ペンキ,ぺんき,名詞（カタ）
変更,へんこう,動詞／名詞
ベンチ,べんち,名詞（カタ）
返品,へんぴん,動詞／名詞
方,ほう,名詞
方,ほう,名詞
棒,ぼう,名詞
方言,ほうげん,名詞
報酬,ほうしゅう,名詞
ほえる,ほえる,動詞
ほお／ほほ,ほお,名詞
ホーム,ほーむ,名詞（カタ）
ほがらか,ほがらか,な形容詞
干す,ほす,動詞
細長い,ほそながい,い形容詞
ホットドッグ,ほっとどっぐ,名詞（カタ）
ボディ,ぼでぃ,名詞（カタ）
ボディランゲージ,ぼでぃらんげーじ,名詞（カタ）
ほめる,ほめる,動詞
ホワイト,ほわいと,名詞（カタ）
本当は,ほんとうは,副詞
本人,ほんにん,名詞
ほんの,ほんの,副詞
本文,ほんぶん,名詞
ぽんぽん（と）,ぽんぽん,副詞（擬態）
本物,ほんもの,名詞
本来,ほんらい,名詞／副詞
まあまあ,まあまあ,副詞
マイナス,まいなす,名詞（カタ）
前もって,まえもって,副詞
任せる,まかせる,動詞
まさか,まさか,副詞
まさに,まさに,副詞
まし,まし,な形容詞
ますます　,ますます,副詞
また,また,接続詞
街,まち,名詞
待ち合わせ,まちあわせ,動詞／名詞
間違う,まちがう,動詞
町中,まちじゅう,名詞
真っ赤,まっか,な形容詞
真っ黒,まっくろ,な形容詞
マッサージ,まっさーじ,動詞／名詞（カタ）
真っ青,まっさお,な形容詞
真っ白,まっしろ,な形容詞
全く,まったく,副詞
全く,まったく,副詞
マナー,まなー,名詞（カタ）
真夏,まなつ,名詞
学ぶ,まなぶ,動詞
迷う,まよう,動詞
～まる,まる,接辞（機能語）
丸い,まるい,い形容詞
まるで,まるで,副詞
丸み,まるみ,名詞
満員,まんいん,名詞
マンガ／漫画,まんが,名詞
漫才,まんざい,名詞
満室,まんしつ,名詞
満車,まんしゃ,名詞
満足,まんぞく,動詞／名詞
満足感,まんぞくかん,名詞
～み,み,接辞（接尾語）
見かける,みかける,動詞
ミス,みす,名詞（カタ）
湖,みずうみ,名詞
水着,みずぎ,名詞
水っぽい,みずっぽい,い形容詞（複合）
みそ汁,みそしる,名詞
～みたい,みたい,接辞（機能語）
導く,みちびく,動詞
見つめ合う,みつめあう,動詞（複合動詞）
認める　,みとめる,動詞
緑,みどり,名詞
身につく,みにつく,慣用句
身につける,みにつける,慣用句
ミュージシャン,みゅーじしゃん,名詞（カタ）
～向き,むき,接辞（接尾語）
向く,むく,動詞
向ける,むける,動詞
虫,むし,名詞
むしろ,むしろ,副詞
蒸す,むす,動詞
結び付ける,むすびつける,動詞（複合動詞）
夢中,むちゅう,名詞
無名,むめい,名詞
村中,むらじゅう,名詞
無理に,むりに,副詞
～め,め,接辞（接尾語）
名言,めいげん,名詞
迷惑,めいわく,な形容詞／名詞
迷惑する,めいわくする,動詞
メーカー,めーかー,名詞（カタ）
メール,めーる,動詞／名詞（カタ）
目がない,めがない,慣用句
目指す,めざす,動詞
メジャーリーグ,めじゃーりーぐ,名詞（固有）（カタ）
メッセージ,めっせーじ,名詞（カタ）
～目にあう,めにあう,慣用句
～める,める,接辞（接尾語）
免疫力,めんえきりょく,名詞
免許,めんきょ,名詞
面接,めんせつ,動詞／名詞
面接試験,めんせつしけん,名詞
目的地,もくてきち,名詞
目標,もくひょう,名詞
文字,もじ,名詞
文字通り,もじどおり,副詞（複合）
もしも,もしも,副詞
もしものこと,もしものこと,名詞（複合）
もち,もち,名詞
もったいない,もったいない,い形容詞
最も,もっとも,副詞
モデル,もでる,名詞（カタ）
求める,もとめる,動詞
元々,もともと,副詞
～物,もの,接辞（接尾語）
物語,ものがたり,名詞
物づくり,ものづくり,名詞
桃色,ももいろ,名詞
燃やす,もやす,動詞
盛りつける,もりつける,動詞（複合動詞）
盛る,もる,動詞
文句,もんく,名詞
焼き肉,やきにく,名詞
野球場,やきゅうじょう,名詞
約,やく,副詞
役者,やくしゃ,名詞
役割,やくわり,名詞
安っぽい,やすっぽい,い形容詞（複合）
屋台,やたい,名詞
やっぱり,やっぱり,副詞
野党,やとう,名詞
やはり,やはり,副詞
破る,やぶる,動詞
病,やまい,名詞
病は気から,やまいはきから,慣用句（ことわざ）
山火事,やまかじ,名詞
山小屋,やまごや,名詞
やや,やや,副詞
やる気,やるき,名詞
勇気,ゆうき,名詞
友情,ゆうじょう,名詞
友人,ゆうじん,名詞
雪国,ゆきぐに,名詞
譲る,ゆずる,動詞
豊か,ゆたか,な形容詞
油断,ゆだん,動詞／名詞
ゆでる,ゆでる,動詞
ゆとり,ゆとり,名詞
指,ゆび,名詞
指先,ゆびさき,名詞
許す,ゆるす,動詞
揺れる,ゆれる,動詞
夜明け,よあけ,名詞
陽気,ようき,な形容詞
用語,ようご,名詞
用紙,ようし,名詞
要素,ようそ,名詞
幼稚園,ようちえん,名詞
用例,ようれい,名詞
予感,よかん,動詞／名詞
よく,よく,副詞
予言,よげん,動詞／名詞
予告,よこく,動詞／名詞
横になる,よこになる,慣用句
よし,よし,間投詞
予選,よせん,名詞
予想,よそう,動詞／名詞
予測,よそく,動詞／名詞
予知,よち,動詞／名詞
ヨット,よっと,名詞
酔っ払う,よっぱらう,動詞
与党,よとう,名詞
夜中,よなか,名詞
世の中,よのなか,名詞
予備,よび,名詞
予備校,よびこう,名詞
呼ぶ,よぶ,動詞
予防,よぼう,動詞／名詞
より,より,副詞
喜ぶ,よろこぶ,動詞
弱まる,よわまる　,動詞
弱み,よわみ,名詞
弱める,よわめる,動詞
～ら,ら,接辞（接尾語）
ラーメン,らーめん,名詞（カタ）
ライオン,らいおん,名詞（カタ）
ライバル,らいばる,名詞（カタ）
落語,らくご,名詞
落石,らくせき,名詞
ラグビー,らぐびー,名詞（カタ）
楽観的,らっかんてき,な形容詞
ラベル,らべる,名詞（カタ）
ランク,らんく,動詞／名詞（カタ）
リーダー,りーだー,名詞（カタ）
理科,りか,名詞
理解,りかい,動詞／名詞
理系,りけい,名詞
～率,りつ,接辞（接尾語）
立体的,りったいてき,な形容詞
立派,りっぱ,な形容詞
流行,りゅうこう,動詞／名詞
リュックサック,りゅっくさっく,名詞（カタ）
～料,りょう,接辞（接尾語）
両側,りょうがわ,名詞
料金,りょうきん,名詞
林業,りんぎょう,名詞
礼,れい,名詞
0.～,れいてん～,数
冷凍,れいとう,動詞／名詞
レシート,れしーと,名詞（カタ）
列,れつ,名詞
レッド,れっど,名詞（カタ）
列島,れっとう,名詞
レベル,れべる,名詞（カタ）
レポート,れぽーと,名詞（カタ）
恋愛,れんあい,動詞／名詞
連想,れんそう,動詞／名詞
レンタル料,れんたるりょう,名詞（カタ）
老後,ろうご,名詞
ろうそく,ろうそく,名詞
老婆,ろうば,名詞
ロープ,ろーぷ,名詞（カタ）
ロボット,ろぼっと,名詞（カタ）
～羽,わ,接辞（助数詞）
我が社,わがしゃ,名詞
わがまま,わがまま,な形容詞
若者,わかもの,名詞
分かれる,わかれる,動詞
わくわく,わくわく,副詞（擬態）
和語,わご,名詞
わざわざ,わざわざ,副詞
忘れっぽい,わすれっぽい,い形容詞（複合）
話題,わだい,名詞
笑い,わらい,名詞
笑う門には福来たる,わらうかどにはふくきたる,慣用句（ことわざ）
～割,わり,接辞（助数詞）
割合,わりあい,名詞
割り込む,わりこむ,動詞（複合動詞）
割る,わる,動詞
割る,わる,動詞